,Mood_Swings_High,Mood_Swings_Low,Mood_Swings_Medium
34094,FALSE,TRUE,FALSE
34095,FALSE,TRUE,FALSE
34096,TRUE,FALSE,FALSE
34097,TRUE,FALSE,FALSE
34098,FALSE,FALSE,TRUE
34099,TRUE,FALSE,FALSE
34100,FALSE,FALSE,TRUE
34101,FALSE,FALSE,TRUE
34102,FALSE,FALSE,TRUE
34103,FALSE,FALSE,TRUE
34104,FALSE,FALSE,TRUE
34105,TRUE,FALSE,FALSE
34106,FALSE,FALSE,TRUE
34107,TRUE,FALSE,FALSE
34108,FALSE,TRUE,FALSE
34109,TRUE,FALSE,FALSE
34110,TRUE,FALSE,FALSE
34111,TRUE,FALSE,FALSE
34112,FALSE,FALSE,TRUE
34113,FALSE,TRUE,FALSE
34114,TRUE,FALSE,FALSE
34115,TRUE,FALSE,FALSE
34116,TRUE,FALSE,FALSE
34117,TRUE,FALSE,FALSE
34118,TRUE,FALSE,FALSE
34119,TRUE,FALSE,FALSE
34120,FALSE,FALSE,TRUE
34121,FALSE,FALSE,TRUE
34122,TRUE,FALSE,FALSE
34123,TRUE,FALSE,FALSE
34124,FALSE,FALSE,TRUE
34125,FALSE,FALSE,TRUE
34126,FALSE,FALSE,TRUE
34127,FALSE,TRUE,FALSE
34128,FALSE,FALSE,FALSE
34129,FALSE,FALSE,TRUE
34130,FALSE,FALSE,TRUE
34131,FALSE,FALSE,TRUE
34132,TRUE,FALSE,FALSE
34133,FALSE,TRUE,FALSE
34134,FALSE,FALSE,TRUE
34135,FALSE,TRUE,FALSE
34136,FALSE,TRUE,FALSE
34137,FALSE,FALSE,TRUE
34138,TRUE,FALSE,FALSE
34139,FALSE,TRUE,FALSE
34140,FALSE,TRUE,FALSE
34141,FALSE,FALSE,TRUE
34142,FALSE,FALSE,TRUE
34143,FALSE,FALSE,TRUE
34144,FALSE,FALSE,TRUE
34145,TRUE,FALSE,FALSE
34146,FALSE,TRUE,FALSE
34147,TRUE,FALSE,FALSE
34148,FALSE,FALSE,TRUE
34149,FALSE,FALSE,TRUE
34150,FALSE,TRUE,FALSE
34151,FALSE,FALSE,TRUE
34152,FALSE,FALSE,TRUE
34153,FALSE,FALSE,TRUE
34154,FALSE,FALSE,TRUE
34155,FALSE,FALSE,FALSE
34156,FALSE,FALSE,TRUE
34157,FALSE,TRUE,FALSE
34158,TRUE,FALSE,FALSE
34159,FALSE,TRUE,FALSE
34160,TRUE,FALSE,FALSE
34161,TRUE,FALSE,FALSE
34162,TRUE,FALSE,FALSE
34163,FALSE,TRUE,FALSE
34164,FALSE,FALSE,TRUE
34165,FALSE,TRUE,FALSE
34166,FALSE,TRUE,FALSE
34167,FALSE,TRUE,FALSE
34168,TRUE,FALSE,FALSE
34169,FALSE,FALSE,TRUE
34170,FALSE,FALSE,TRUE
34171,TRUE,FALSE,FALSE
34172,FALSE,TRUE,FALSE
34173,TRUE,FALSE,FALSE
34174,TRUE,FALSE,FALSE
34175,TRUE,FALSE,FALSE
34176,FALSE,FALSE,TRUE
34177,FALSE,TRUE,FALSE
34178,FALSE,TRUE,FALSE
34179,TRUE,FALSE,FALSE
34180,FALSE,FALSE,TRUE
34181,TRUE,FALSE,FALSE
34182,FALSE,FALSE,TRUE
34183,FALSE,TRUE,FALSE
34184,TRUE,FALSE,FALSE
34185,FALSE,FALSE,TRUE
34186,TRUE,FALSE,FALSE
34187,FALSE,TRUE,FALSE
34188,FALSE,TRUE,FALSE
34189,FALSE,TRUE,FALSE
34190,FALSE,FALSE,TRUE
34191,FALSE,FALSE,FALSE
34192,FALSE,FALSE,TRUE
34193,FALSE,FALSE,TRUE
34194,FALSE,FALSE,TRUE
34195,TRUE,FALSE,FALSE
34196,FALSE,TRUE,FALSE
34197,FALSE,TRUE,FALSE
34198,FALSE,TRUE,FALSE
34199,FALSE,FALSE,TRUE
34200,FALSE,FALSE,TRUE
34201,FALSE,TRUE,FALSE
34202,FALSE,FALSE,TRUE
34203,FALSE,FALSE,TRUE
34204,TRUE,FALSE,FALSE
34205,FALSE,TRUE,FALSE
34206,FALSE,TRUE,FALSE
34207,FALSE,FALSE,TRUE
34208,TRUE,FALSE,FALSE
34209,FALSE,FALSE,TRUE
34210,FALSE,FALSE,TRUE
34211,FALSE,TRUE,FALSE
34212,FALSE,FALSE,TRUE
34213,FALSE,TRUE,FALSE
34214,TRUE,FALSE,FALSE
34215,FALSE,TRUE,FALSE
34216,FALSE,FALSE,TRUE
34217,TRUE,FALSE,FALSE
34218,TRUE,FALSE,FALSE
34219,TRUE,FALSE,FALSE
34220,TRUE,FALSE,FALSE
34221,FALSE,TRUE,FALSE
34222,FALSE,FALSE,TRUE
34223,FALSE,TRUE,FALSE
34224,TRUE,FALSE,FALSE
34225,TRUE,FALSE,FALSE
34226,FALSE,FALSE,TRUE
34227,FALSE,FALSE,TRUE
34228,FALSE,FALSE,TRUE
34229,TRUE,FALSE,FALSE
34230,FALSE,TRUE,FALSE
34231,FALSE,FALSE,TRUE
34232,TRUE,FALSE,FALSE
34233,FALSE,TRUE,FALSE
34234,FALSE,FALSE,TRUE
34235,FALSE,TRUE,FALSE
34236,TRUE,FALSE,FALSE
34237,FALSE,TRUE,FALSE
34238,FALSE,FALSE,TRUE
34239,FALSE,TRUE,FALSE
34240,FALSE,FALSE,TRUE
34241,FALSE,FALSE,TRUE
34242,TRUE,FALSE,FALSE
34243,TRUE,FALSE,FALSE
34244,TRUE,FALSE,FALSE
34245,FALSE,FALSE,TRUE
34246,FALSE,TRUE,FALSE
34247,FALSE,FALSE,TRUE
34248,FALSE,TRUE,FALSE
34249,TRUE,FALSE,FALSE
34250,FALSE,FALSE,TRUE
34251,TRUE,FALSE,FALSE
34252,FALSE,FALSE,TRUE
34253,FALSE,FALSE,TRUE
34254,FALSE,TRUE,FALSE
34255,FALSE,FALSE,TRUE
34256,TRUE,FALSE,FALSE
34257,FALSE,TRUE,FALSE
34258,TRUE,FALSE,FALSE
34259,FALSE,FALSE,TRUE
34260,TRUE,FALSE,FALSE
34261,FALSE,TRUE,FALSE
34262,FALSE,FALSE,TRUE
34263,FALSE,FALSE,TRUE
34264,TRUE,FALSE,FALSE
34265,FALSE,FALSE,TRUE
34266,FALSE,TRUE,FALSE
34267,TRUE,FALSE,FALSE
34268,TRUE,FALSE,FALSE
34269,FALSE,FALSE,TRUE
34270,FALSE,FALSE,TRUE
34271,FALSE,TRUE,FALSE
34272,FALSE,TRUE,FALSE
34273,TRUE,FALSE,FALSE
34274,FALSE,FALSE,TRUE
34275,FALSE,FALSE,TRUE
34276,FALSE,TRUE,FALSE
34277,FALSE,TRUE,FALSE
34278,FALSE,FALSE,TRUE
34279,TRUE,FALSE,FALSE
34280,FALSE,TRUE,FALSE
34281,FALSE,FALSE,TRUE
34282,FALSE,TRUE,FALSE
34283,FALSE,FALSE,TRUE
34284,FALSE,FALSE,TRUE
34285,FALSE,TRUE,FALSE
34286,TRUE,FALSE,FALSE
34287,FALSE,FALSE,TRUE
34288,FALSE,FALSE,TRUE
34289,FALSE,TRUE,FALSE
34290,TRUE,FALSE,FALSE
34291,FALSE,TRUE,FALSE
34292,FALSE,FALSE,TRUE
34293,FALSE,FALSE,TRUE
34294,TRUE,FALSE,FALSE
34295,FALSE,FALSE,TRUE
34296,TRUE,FALSE,FALSE
34297,FALSE,TRUE,FALSE
34298,FALSE,TRUE,FALSE
34299,FALSE,TRUE,FALSE
34300,FALSE,FALSE,TRUE
34301,FALSE,FALSE,TRUE
34302,FALSE,FALSE,TRUE
34303,FALSE,FALSE,TRUE
34304,FALSE,FALSE,TRUE
34305,FALSE,FALSE,TRUE
34306,TRUE,FALSE,FALSE
34307,FALSE,FALSE,TRUE
34308,FALSE,FALSE,TRUE
34309,FALSE,FALSE,TRUE
34310,FALSE,TRUE,FALSE
34311,FALSE,FALSE,TRUE
34312,FALSE,TRUE,FALSE
34313,FALSE,FALSE,TRUE
34314,TRUE,FALSE,FALSE
34315,FALSE,TRUE,FALSE
34316,FALSE,FALSE,TRUE
34317,FALSE,FALSE,TRUE
34318,FALSE,TRUE,FALSE
34319,FALSE,TRUE,FALSE
34320,FALSE,TRUE,FALSE
34321,FALSE,FALSE,TRUE
34322,FALSE,FALSE,TRUE
34323,FALSE,FALSE,TRUE
34324,FALSE,TRUE,FALSE
34325,FALSE,FALSE,TRUE
34326,TRUE,FALSE,FALSE
34327,FALSE,FALSE,TRUE
34328,FALSE,FALSE,TRUE
34329,FALSE,FALSE,TRUE
34330,FALSE,TRUE,FALSE
34331,FALSE,FALSE,TRUE
34332,FALSE,FALSE,TRUE
34333,FALSE,FALSE,TRUE
34334,TRUE,FALSE,FALSE
34335,TRUE,FALSE,FALSE
34336,FALSE,TRUE,FALSE
34337,TRUE,FALSE,FALSE
34338,FALSE,FALSE,TRUE
34339,FALSE,FALSE,TRUE
34340,FALSE,TRUE,FALSE
34341,TRUE,FALSE,FALSE
34342,TRUE,FALSE,FALSE
34343,FALSE,TRUE,FALSE
34344,TRUE,FALSE,FALSE
34345,FALSE,TRUE,FALSE
34346,TRUE,FALSE,FALSE
34347,FALSE,FALSE,TRUE
34348,FALSE,FALSE,TRUE
34349,FALSE,FALSE,TRUE
34350,FALSE,FALSE,TRUE
34351,FALSE,FALSE,TRUE
34352,FALSE,FALSE,TRUE
34353,FALSE,TRUE,FALSE
34354,FALSE,TRUE,FALSE
34355,FALSE,TRUE,FALSE
34356,TRUE,FALSE,FALSE
34357,TRUE,FALSE,FALSE
34358,TRUE,FALSE,FALSE
34359,FALSE,FALSE,TRUE
34360,FALSE,FALSE,TRUE
34361,TRUE,FALSE,FALSE
34362,TRUE,FALSE,FALSE
34363,FALSE,FALSE,TRUE
34364,FALSE,FALSE,TRUE
34365,FALSE,TRUE,FALSE
34366,FALSE,TRUE,FALSE
34367,FALSE,TRUE,FALSE
34368,FALSE,TRUE,FALSE
34369,FALSE,TRUE,FALSE
34370,FALSE,TRUE,FALSE
34371,FALSE,FALSE,TRUE
34372,TRUE,FALSE,FALSE
34373,FALSE,TRUE,FALSE
34374,TRUE,FALSE,FALSE
34375,FALSE,FALSE,TRUE
34376,FALSE,FALSE,TRUE
34377,FALSE,FALSE,TRUE
34378,TRUE,FALSE,FALSE
34379,TRUE,FALSE,FALSE
34380,FALSE,TRUE,FALSE
34381,FALSE,TRUE,FALSE
34382,TRUE,FALSE,FALSE
34383,FALSE,TRUE,FALSE
34384,FALSE,TRUE,FALSE
34385,FALSE,TRUE,FALSE
34386,FALSE,TRUE,FALSE
34387,FALSE,TRUE,FALSE
34388,FALSE,FALSE,TRUE
34389,TRUE,FALSE,FALSE
34390,FALSE,FALSE,TRUE
34391,FALSE,FALSE,TRUE
34392,TRUE,FALSE,FALSE
34393,FALSE,FALSE,TRUE
34394,FALSE,TRUE,FALSE
34395,FALSE,TRUE,FALSE
34396,FALSE,TRUE,FALSE
34397,FALSE,FALSE,TRUE
34398,FALSE,FALSE,TRUE
34399,FALSE,TRUE,FALSE
34400,FALSE,TRUE,FALSE
34401,FALSE,FALSE,TRUE
34402,FALSE,TRUE,FALSE
34403,TRUE,FALSE,FALSE
34404,FALSE,TRUE,FALSE
34405,FALSE,TRUE,FALSE
34406,TRUE,FALSE,FALSE
34407,FALSE,TRUE,FALSE
34408,TRUE,FALSE,FALSE
34409,FALSE,TRUE,FALSE
34410,FALSE,TRUE,FALSE
34411,TRUE,FALSE,FALSE
34412,FALSE,FALSE,TRUE
34413,FALSE,TRUE,FALSE
34414,FALSE,FALSE,TRUE
34415,FALSE,TRUE,FALSE
34416,FALSE,TRUE,FALSE
34417,FALSE,TRUE,FALSE
34418,FALSE,TRUE,FALSE
34419,FALSE,TRUE,FALSE
34420,FALSE,TRUE,FALSE
34421,FALSE,FALSE,TRUE
34422,FALSE,FALSE,TRUE
34423,FALSE,FALSE,TRUE
34424,FALSE,TRUE,FALSE
34425,TRUE,FALSE,FALSE
34426,TRUE,FALSE,FALSE
34427,FALSE,TRUE,FALSE
34428,TRUE,FALSE,FALSE
34429,TRUE,FALSE,FALSE
34430,FALSE,FALSE,TRUE
34431,FALSE,FALSE,TRUE
34432,FALSE,FALSE,TRUE
34433,FALSE,TRUE,FALSE
34434,FALSE,FALSE,TRUE
34435,FALSE,TRUE,FALSE
34436,FALSE,FALSE,TRUE
34437,TRUE,FALSE,FALSE
34438,FALSE,TRUE,FALSE
34439,FALSE,FALSE,TRUE
34440,TRUE,FALSE,FALSE
34441,FALSE,FALSE,TRUE
34442,FALSE,FALSE,TRUE
34443,TRUE,FALSE,FALSE
34444,FALSE,FALSE,TRUE
34445,FALSE,FALSE,TRUE
34446,TRUE,FALSE,FALSE
34447,FALSE,FALSE,TRUE
34448,FALSE,TRUE,FALSE
34449,TRUE,FALSE,FALSE
34450,TRUE,FALSE,FALSE
34451,TRUE,FALSE,FALSE
34452,FALSE,FALSE,TRUE
34453,FALSE,FALSE,TRUE
34454,TRUE,FALSE,FALSE
34455,FALSE,TRUE,FALSE
34456,FALSE,FALSE,TRUE
34457,TRUE,FALSE,FALSE
34458,TRUE,FALSE,FALSE
34459,FALSE,FALSE,TRUE
34460,FALSE,TRUE,FALSE
34461,FALSE,FALSE,TRUE
34462,TRUE,FALSE,FALSE
34463,FALSE,TRUE,FALSE
34464,FALSE,FALSE,TRUE
34465,TRUE,FALSE,FALSE
34466,FALSE,FALSE,TRUE
34467,TRUE,FALSE,FALSE
34468,FALSE,TRUE,FALSE
34469,TRUE,FALSE,FALSE
34470,FALSE,TRUE,FALSE
34471,FALSE,FALSE,TRUE
34472,FALSE,TRUE,FALSE
34473,FALSE,TRUE,FALSE
34474,FALSE,TRUE,FALSE
34475,TRUE,FALSE,FALSE
34476,FALSE,FALSE,TRUE
34477,TRUE,FALSE,FALSE
34478,FALSE,FALSE,TRUE
34479,FALSE,FALSE,TRUE
34480,TRUE,FALSE,FALSE
34481,FALSE,TRUE,FALSE
34482,TRUE,FALSE,FALSE
34483,TRUE,FALSE,FALSE
34484,TRUE,FALSE,FALSE
34485,FALSE,TRUE,FALSE
34486,FALSE,TRUE,FALSE
34487,FALSE,TRUE,FALSE
34488,FALSE,TRUE,FALSE
34489,FALSE,FALSE,TRUE
34490,TRUE,FALSE,FALSE
34491,FALSE,FALSE,TRUE
34492,FALSE,FALSE,TRUE
34493,FALSE,FALSE,TRUE
34494,FALSE,TRUE,FALSE
34495,FALSE,FALSE,TRUE
34496,TRUE,FALSE,FALSE
34497,TRUE,FALSE,FALSE
34498,FALSE,FALSE,TRUE
34499,FALSE,TRUE,FALSE
34500,FALSE,TRUE,FALSE
34501,FALSE,TRUE,FALSE
34502,FALSE,TRUE,FALSE
34503,TRUE,FALSE,FALSE
34504,FALSE,FALSE,TRUE
34505,FALSE,TRUE,FALSE
34506,FALSE,TRUE,FALSE
34507,TRUE,FALSE,FALSE
34508,TRUE,FALSE,FALSE
34509,FALSE,FALSE,TRUE
34510,FALSE,TRUE,FALSE
34511,FALSE,FALSE,TRUE
34512,TRUE,FALSE,FALSE
34513,TRUE,FALSE,FALSE
34514,FALSE,TRUE,FALSE
34515,TRUE,FALSE,FALSE
34516,TRUE,FALSE,FALSE
34517,FALSE,FALSE,TRUE
34518,FALSE,FALSE,TRUE
34519,FALSE,TRUE,FALSE
34520,FALSE,FALSE,TRUE
34521,FALSE,TRUE,FALSE
34522,FALSE,FALSE,TRUE
34523,TRUE,FALSE,FALSE
34524,FALSE,FALSE,TRUE
34525,FALSE,FALSE,TRUE
34526,TRUE,FALSE,FALSE
34527,TRUE,FALSE,FALSE
34528,FALSE,TRUE,FALSE
34529,FALSE,FALSE,TRUE
34530,FALSE,FALSE,TRUE
34531,FALSE,TRUE,FALSE
34532,FALSE,TRUE,FALSE
34533,TRUE,FALSE,FALSE
34534,TRUE,FALSE,FALSE
34535,FALSE,TRUE,FALSE
34536,FALSE,FALSE,TRUE
34537,TRUE,FALSE,FALSE
34538,TRUE,FALSE,FALSE
34539,TRUE,FALSE,FALSE
34540,FALSE,TRUE,FALSE
34541,TRUE,FALSE,FALSE
34542,TRUE,FALSE,FALSE
34543,FALSE,TRUE,FALSE
34544,TRUE,FALSE,FALSE
34545,FALSE,FALSE,TRUE
34546,TRUE,FALSE,FALSE
34547,TRUE,FALSE,FALSE
34548,FALSE,FALSE,TRUE
34549,TRUE,FALSE,FALSE
34550,TRUE,FALSE,FALSE
34551,FALSE,TRUE,FALSE
34552,TRUE,FALSE,FALSE
34553,FALSE,TRUE,FALSE
34554,FALSE,FALSE,TRUE
34555,TRUE,FALSE,FALSE
34556,FALSE,FALSE,TRUE
34557,TRUE,FALSE,FALSE
34558,FALSE,FALSE,TRUE
34559,FALSE,FALSE,TRUE
34560,FALSE,FALSE,TRUE
34561,FALSE,TRUE,FALSE
34562,FALSE,FALSE,TRUE
34563,FALSE,TRUE,FALSE
34564,FALSE,TRUE,FALSE
34565,TRUE,FALSE,FALSE
34566,TRUE,FALSE,FALSE
34567,FALSE,FALSE,TRUE
34568,FALSE,FALSE,TRUE
34569,FALSE,TRUE,FALSE
34570,TRUE,FALSE,FALSE
34571,TRUE,FALSE,FALSE
34572,FALSE,TRUE,FALSE
34573,FALSE,FALSE,TRUE
34574,TRUE,FALSE,FALSE
34575,FALSE,FALSE,TRUE
34576,TRUE,FALSE,FALSE
34577,TRUE,FALSE,FALSE
34578,FALSE,TRUE,FALSE
34579,FALSE,FALSE,TRUE
34580,FALSE,TRUE,FALSE
34581,FALSE,TRUE,FALSE
34582,FALSE,TRUE,FALSE
34583,TRUE,FALSE,FALSE
34584,FALSE,FALSE,TRUE
34585,FALSE,TRUE,FALSE
34586,FALSE,FALSE,TRUE
34587,TRUE,FALSE,FALSE
34588,FALSE,FALSE,TRUE
34589,TRUE,FALSE,FALSE
34590,FALSE,FALSE,TRUE
34591,FALSE,TRUE,FALSE
34592,TRUE,FALSE,FALSE
34593,TRUE,FALSE,FALSE
34594,FALSE,FALSE,TRUE
34595,FALSE,FALSE,TRUE
34596,FALSE,TRUE,FALSE
34597,FALSE,TRUE,FALSE
34598,TRUE,FALSE,FALSE
34599,FALSE,FALSE,TRUE
34600,FALSE,FALSE,TRUE
34601,TRUE,FALSE,FALSE
34602,TRUE,FALSE,FALSE
34603,FALSE,FALSE,TRUE
34604,FALSE,FALSE,TRUE
34605,FALSE,TRUE,FALSE
34606,FALSE,FALSE,TRUE
34607,FALSE,TRUE,FALSE
34608,FALSE,TRUE,FALSE
34609,FALSE,FALSE,TRUE
34610,FALSE,FALSE,TRUE
34611,FALSE,FALSE,TRUE
34612,FALSE,FALSE,TRUE
34613,FALSE,FALSE,TRUE
34614,TRUE,FALSE,FALSE
34615,FALSE,TRUE,FALSE
34616,FALSE,FALSE,TRUE
34617,FALSE,TRUE,FALSE
34618,FALSE,FALSE,TRUE
34619,TRUE,FALSE,FALSE
34620,FALSE,FALSE,TRUE
34621,FALSE,FALSE,TRUE
34622,FALSE,TRUE,FALSE
34623,FALSE,FALSE,TRUE
34624,FALSE,FALSE,TRUE
34625,TRUE,FALSE,FALSE
34626,TRUE,FALSE,FALSE
34627,FALSE,FALSE,TRUE
34628,TRUE,FALSE,FALSE
34629,TRUE,FALSE,FALSE
34630,FALSE,FALSE,TRUE
34631,TRUE,FALSE,FALSE
34632,FALSE,FALSE,TRUE
34633,FALSE,FALSE,TRUE
34634,TRUE,FALSE,FALSE
34635,TRUE,FALSE,FALSE
34636,FALSE,TRUE,FALSE
34637,FALSE,FALSE,TRUE
34638,FALSE,TRUE,FALSE
34639,FALSE,FALSE,TRUE
34640,TRUE,FALSE,FALSE
34641,TRUE,FALSE,FALSE
34642,FALSE,FALSE,TRUE
34643,TRUE,FALSE,FALSE
34644,TRUE,FALSE,FALSE
34645,TRUE,FALSE,FALSE
34646,FALSE,TRUE,FALSE
34647,FALSE,FALSE,TRUE
34648,FALSE,TRUE,FALSE
34649,TRUE,FALSE,FALSE
34650,FALSE,FALSE,TRUE
34651,TRUE,FALSE,FALSE
34652,TRUE,FALSE,FALSE
34653,FALSE,FALSE,TRUE
34654,TRUE,FALSE,FALSE
34655,FALSE,TRUE,FALSE
34656,FALSE,TRUE,FALSE
34657,FALSE,TRUE,FALSE
34658,FALSE,FALSE,TRUE
34659,FALSE,FALSE,TRUE
34660,FALSE,FALSE,TRUE
34661,FALSE,FALSE,TRUE
34662,TRUE,FALSE,FALSE
34663,TRUE,FALSE,FALSE
34664,TRUE,FALSE,FALSE
34665,FALSE,TRUE,FALSE
34666,TRUE,FALSE,FALSE
34667,FALSE,FALSE,TRUE
34668,FALSE,TRUE,FALSE
34669,FALSE,TRUE,FALSE
34670,FALSE,TRUE,FALSE
34671,FALSE,FALSE,TRUE
34672,FALSE,FALSE,TRUE
34673,FALSE,TRUE,FALSE
34674,FALSE,FALSE,TRUE
34675,FALSE,FALSE,TRUE
34676,TRUE,FALSE,FALSE
34677,FALSE,TRUE,FALSE
34678,FALSE,FALSE,TRUE
34679,FALSE,FALSE,TRUE
34680,FALSE,FALSE,TRUE
34681,FALSE,FALSE,TRUE
34682,FALSE,FALSE,TRUE
34683,FALSE,FALSE,TRUE
34684,FALSE,TRUE,FALSE
34685,FALSE,TRUE,FALSE
34686,FALSE,TRUE,FALSE
34687,TRUE,FALSE,FALSE
34688,FALSE,FALSE,TRUE
34689,TRUE,FALSE,FALSE
34690,TRUE,FALSE,FALSE
34691,TRUE,FALSE,FALSE
34692,FALSE,TRUE,FALSE
34693,FALSE,FALSE,TRUE
34694,TRUE,FALSE,FALSE
34695,TRUE,FALSE,FALSE
34696,TRUE,FALSE,FALSE
34697,FALSE,FALSE,TRUE
34698,FALSE,FALSE,TRUE
34699,FALSE,FALSE,TRUE
34700,TRUE,FALSE,FALSE
34701,TRUE,FALSE,FALSE
34702,FALSE,TRUE,FALSE
34703,FALSE,FALSE,TRUE
34704,FALSE,FALSE,TRUE
34705,FALSE,FALSE,TRUE
34706,FALSE,TRUE,FALSE
34707,TRUE,FALSE,FALSE
34708,FALSE,TRUE,FALSE
34709,FALSE,FALSE,TRUE
34710,FALSE,FALSE,TRUE
34711,FALSE,FALSE,TRUE
34712,FALSE,TRUE,FALSE
34713,FALSE,TRUE,FALSE
34714,TRUE,FALSE,FALSE
34715,FALSE,FALSE,TRUE
34716,FALSE,FALSE,TRUE
34717,TRUE,FALSE,FALSE
34718,FALSE,TRUE,FALSE
34719,FALSE,TRUE,FALSE
34720,FALSE,FALSE,TRUE
34721,FALSE,FALSE,TRUE
34722,FALSE,FALSE,TRUE
34723,TRUE,FALSE,FALSE
34724,FALSE,TRUE,FALSE
34725,FALSE,TRUE,FALSE
34726,FALSE,TRUE,FALSE
34727,FALSE,TRUE,FALSE
34728,FALSE,TRUE,FALSE
34729,TRUE,FALSE,FALSE
34730,TRUE,FALSE,FALSE
34731,TRUE,FALSE,FALSE
34732,TRUE,FALSE,FALSE
34733,TRUE,FALSE,FALSE
34734,TRUE,FALSE,FALSE
34735,TRUE,FALSE,FALSE
34736,FALSE,TRUE,FALSE
34737,TRUE,FALSE,FALSE
34738,TRUE,FALSE,FALSE
34739,FALSE,FALSE,TRUE
34740,FALSE,FALSE,TRUE
34741,FALSE,TRUE,FALSE
34742,FALSE,FALSE,TRUE
34743,FALSE,TRUE,FALSE
34744,FALSE,TRUE,FALSE
34745,FALSE,TRUE,FALSE
34746,TRUE,FALSE,FALSE
34747,TRUE,FALSE,FALSE
34748,FALSE,TRUE,FALSE
34749,FALSE,TRUE,FALSE
34750,FALSE,TRUE,FALSE
34751,FALSE,TRUE,FALSE
34752,TRUE,FALSE,FALSE
34753,FALSE,TRUE,FALSE
34754,TRUE,FALSE,FALSE
34755,FALSE,TRUE,FALSE
34756,FALSE,TRUE,FALSE
34757,FALSE,FALSE,TRUE
34758,FALSE,FALSE,TRUE
34759,FALSE,TRUE,FALSE
34760,TRUE,FALSE,FALSE
34761,FALSE,TRUE,FALSE
34762,FALSE,TRUE,FALSE
34763,FALSE,FALSE,TRUE
34764,TRUE,FALSE,FALSE
34765,FALSE,FALSE,TRUE
34766,FALSE,FALSE,TRUE
34767,FALSE,FALSE,TRUE
34768,TRUE,FALSE,FALSE
34769,FALSE,TRUE,FALSE
34770,FALSE,TRUE,FALSE
34771,FALSE,FALSE,TRUE
34772,FALSE,TRUE,FALSE
34773,FALSE,FALSE,TRUE
34774,TRUE,FALSE,FALSE
34775,FALSE,FALSE,TRUE
34776,TRUE,FALSE,FALSE
34777,FALSE,FALSE,TRUE
34778,FALSE,FALSE,TRUE
34779,FALSE,TRUE,FALSE
34780,TRUE,FALSE,FALSE
34781,TRUE,FALSE,FALSE
34782,TRUE,FALSE,FALSE
34783,FALSE,TRUE,FALSE
34784,FALSE,TRUE,FALSE
34785,FALSE,FALSE,TRUE
34786,TRUE,FALSE,FALSE
34787,FALSE,TRUE,FALSE
34788,TRUE,FALSE,FALSE
34789,FALSE,FALSE,TRUE
34790,FALSE,TRUE,FALSE
34791,TRUE,FALSE,FALSE
34792,TRUE,FALSE,FALSE
34793,FALSE,TRUE,FALSE
34794,TRUE,FALSE,FALSE
34795,FALSE,FALSE,TRUE
34796,FALSE,FALSE,TRUE
34797,FALSE,TRUE,FALSE
34798,FALSE,FALSE,TRUE
34799,TRUE,FALSE,FALSE
34800,FALSE,FALSE,TRUE
34801,FALSE,TRUE,FALSE
34802,FALSE,FALSE,TRUE
34803,FALSE,TRUE,FALSE
34804,TRUE,FALSE,FALSE
34805,FALSE,FALSE,TRUE
34806,FALSE,FALSE,TRUE
34807,FALSE,TRUE,FALSE
34808,TRUE,FALSE,FALSE
34809,FALSE,FALSE,TRUE
34810,FALSE,FALSE,TRUE
34811,TRUE,FALSE,FALSE
34812,TRUE,FALSE,FALSE
34813,FALSE,TRUE,FALSE
34814,TRUE,FALSE,FALSE
34815,FALSE,TRUE,FALSE
34816,FALSE,FALSE,TRUE
34817,FALSE,FALSE,TRUE
34818,FALSE,TRUE,FALSE
34819,FALSE,TRUE,FALSE
34820,FALSE,FALSE,TRUE
34821,FALSE,TRUE,FALSE
34822,FALSE,FALSE,TRUE
34823,TRUE,FALSE,FALSE
34824,FALSE,FALSE,TRUE
34825,FALSE,FALSE,TRUE
34826,FALSE,FALSE,TRUE
34827,FALSE,TRUE,FALSE
34828,TRUE,FALSE,FALSE
34829,FALSE,FALSE,TRUE
34830,TRUE,FALSE,FALSE
34831,FALSE,TRUE,FALSE
34832,TRUE,FALSE,FALSE
34833,TRUE,FALSE,FALSE
34834,FALSE,FALSE,TRUE
34835,FALSE,TRUE,FALSE
34836,FALSE,TRUE,FALSE
34837,FALSE,FALSE,TRUE
34838,TRUE,FALSE,FALSE
34839,FALSE,FALSE,TRUE
34840,FALSE,FALSE,TRUE
34841,TRUE,FALSE,FALSE
34842,TRUE,FALSE,FALSE
34843,FALSE,FALSE,TRUE
34844,FALSE,TRUE,FALSE
34845,TRUE,FALSE,FALSE
34846,FALSE,TRUE,FALSE
34847,FALSE,TRUE,FALSE
34848,TRUE,FALSE,FALSE
34849,FALSE,TRUE,FALSE
34850,TRUE,FALSE,FALSE
34851,FALSE,TRUE,FALSE
34852,FALSE,FALSE,TRUE
34853,TRUE,FALSE,FALSE
34854,FALSE,TRUE,FALSE
34855,FALSE,FALSE,TRUE
34856,FALSE,TRUE,FALSE
34857,FALSE,FALSE,TRUE
34858,TRUE,FALSE,FALSE
34859,TRUE,FALSE,FALSE
34860,FALSE,TRUE,FALSE
34861,FALSE,FALSE,TRUE
34862,TRUE,FALSE,FALSE
34863,FALSE,TRUE,FALSE
34864,FALSE,FALSE,TRUE
34865,FALSE,FALSE,TRUE
34866,FALSE,FALSE,TRUE
34867,FALSE,FALSE,TRUE
34868,TRUE,FALSE,FALSE
